Run ID	Sample ID	Homo sapiens (9606)	Bacteria (2)	Archaea (2157)	Phi X-174 (Spike) (10847)	Lentivirus (HIV) (11646)	Papillomaviridae (151340)	Other viruses (10239)
HPV_250523_run02	HPV019	0.015398624239125056	0.9782055723264216	1.979512050279606e-05	1.979512050279606e-06	0.0	0.0063542336813975355	1.979512050279606e-05
HPV_250523_run02	KHCA187	0.9996144829304121	0.00035876075293028774	8.667539198946028e-06	0.0	0.0	1.5073981215558309e-06	1.658137933711414e-05
HPV_250523_run02	KHCA204	0.9995200944735486	0.00045226698827874725	0.0	0.0	0.0	2.5125943793263736e-06	2.5125943793263733e-05
HPV_160823_run03	KHCA-229	0.9996540433079307	0.00030015397509111814	5.847155358917886e-06	0.0	0.0	1.1694310717835772e-05	2.826125090143645e-05
HPV_160823_run03	KHCA-230	0.9951058649410194	0.004856617238015643	1.4230897607397997e-05	1.2937179643089088e-06	0.0	0.0	2.199320539325145e-05
HPV_160823_run03	KHCA-232	0.9996857629588758	0.0002919682744303835	6.185768526067447e-06	1.2371537052134894e-06	0.0	0.0	1.4845844462561873e-05
HPV_160823_run03	KHCA-233	0.9991392498221245	0.0008195782710115037	6.433110447500029e-06	1.2866220895000057e-06	0.0	3.859866268500017e-06	2.9592308058500134e-05
HPV_160823_run03	KHCA-235	0.9996633349993401	0.0002971795993478674	3.11726852462798e-06	0.0	0.0	1.4547253114930574e-05	2.182087967239586e-05
HPV_160823_run03	KHCA-236	0.9990267340644414	0.0009532123791940342	5.3476150305415666e-06	0.0	0.0	1.3369037576353916e-06	1.3369037576353916e-05
HPV_160823_run03	KHCA-256	0.9999126679602258	6.046064292056255e-05	1.1196415355659733e-06	0.0	0.0	2.127318917575349e-05	4.478566142263893e-06
HPV_160823_run03	KHCA-263	0.9981790633799407	0.0007790177181560941	6.91845220387295e-06	2.7673808815491797e-06	0.0	0.0010170124739693235	1.522059484852049e-05
HPV_160823_run03	KHCA-268	0.9991052330511776	0.0008691703818785209	4.451576859813168e-06	0.0	0.0	3.3386826448598753e-06	1.780630743925267e-05
HPV_160823_run03	KHCA-285	0.9996800337505141	0.00029152480508722636	1.0665541649532672e-05	0.0	0.0	3.5551805498442237e-06	1.4220722199376895e-05
HPV_160823_run03	KHCA-289	0.9917311447289184	0.0008360097812003869	5.018339750725378e-05	0.0	0.0	0.00737353783828172	9.12425409222796e-06
HPV_160823_run03	KHCA-298	0.9979535933313741	0.0011905196028169196	5.362700913589728e-06	0.0	0.0	0.0008473067443471769	3.2176205481538368e-06
HPV_160823_run03	KHCA-305	0.9992977276638703	0.0006687757937814246	8.085372290967138e-06	0.0	0.0	2.3101063688477537e-06	2.3101063688477534e-05
HPV_160823_run03	KHCA-306	0.9985645535199006	0.00023964864574061213	0.0	0.0	0.0	0.0011884616513258928	7.336183032875882e-06
HPV_160823_run03	KHCA-307	0.999532751787772	0.0004441291600604989	6.083961096719163e-06	0.0	0.0	0.0	1.7035091070813656e-05
HPV_160823_run03	KHCA-322	0.9996195443441535	0.00035758015755198456	6.019867972255633e-06	0.0	0.0	4.815894377804506e-06	1.2039735944511266e-05
HPV_160823_run03	KHCA-323	0.9984834263205055	0.0014455730390688123	7.100064042577664e-06	4.828043548952812e-05	0.0	1.4200128085155329e-06	1.4200128085155329e-05
HPV_160823_run03	KHCA-328	0.9996117417341197	0.00034051129467168933	2.512998484661914e-06	2.1360487119626268e-05	0.0	1.256499242330957e-06	2.2616986361957225e-05
HPV_160823_run03	KHCA-330	0.9992088050982082	0.0003456077574129778	6.1715670966603185e-06	1.4811761031984763e-05	0.0	0.00041472930889557337	9.87450735465651e-06
HPV_160823_run03	KHCA-332	0.9997177590065117	0.00010263308854119894	0.0	0.0001631133014315483	0.0	5.498201171849943e-06	1.0996402343699886e-05
HPV_160823_run03	H2O	0.9995182164833053	0.0004521500067392337	0.0	2.6765750927481067e-05	0.0	2.8677590279444e-06	0.0
HPV_160823_run03	Undetermined	0.4147594645235569	0.010206108765830644	0.00010835948258347066	0.574524234146782	0.0	0.00022123394360791927	0.00018059913763911778
HPV_160823_run03	KHCA-255	0.9997444031814287	0.0002364612278761818	2.7336558135974774e-06	1.3668279067987387e-06	0.0	0.0	1.5035106974786125e-05
HPV_160823_run03	KHCA-237	0.9985886609337665	0.0013131589572781528	6.136256809710995e-06	0.0	0.0	7.731683580235853e-05	1.4727016343306387e-05
